product,license number,ecolabel,category,product group,criteria generation,brand,licensee,address,city,source_id,run_key,retrieval_date,doc_hash,sample_seed,sample_index
"Flügger Dekso 20 H2O Base 4, 2.8 l","SE/044/002, SE/044/002",EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,59
"Nordic Chic Furniture Paint, Christmas Red, 750ml",DE/044/046,EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Nordic Chic,Nordic Chic,Dragstrupvej 9,Gilleleje,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,60
Lycke Snickeri- & Lackfärg Halvblank,"4096 0027, 4096 0027",Nordic Swan Ecolabel,Indoor paints.,096 Paints and varnishes,4,Lycke - Skönhet för alla hem,Tikkurila Oyj,Heidehofintie 2,Vantaa,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,61
"Flügger Flutex 7A Svart, 0,75 l","SE/044/002, SE/044/002",EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,62
"Flügger Interior Strong Finish 20 Base 4, 0,35 l","SE/044/002, SE/044/002",EU Ecolabel,Exterior paint (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,63
"BIORA BALANCE Helmatt interiörfärg BAS1, 2,7 l",4096 0020,Nordic Swan Ecolabel,Indoor paints.,096 Paints and varnishes,4,Teknos,Teknos Oy,Takkatie 3,Helsinki,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,64
"Flügger Dekso 5 Sort, 3 l (37481)","SE/044/002, SE/044/002",EU Ecolabel,Indoor varnish (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,65
"Wallpassion Väggfärg, bas C, 0,9 l","SE/044/006, SE/044/006",EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Wallpassion,Hagmans Nordic AB (Fritsla),Box 112,Fritsla,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,66
"Flügger Interior High Finish 20 Bas 5, 0,7 l","SE/044/002, SE/044/002",EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,67
Flügger Dekso 20 H2O White / Base 1,"3096 0024, 3096 0024",Nordic Swan Ecolabel,Indoor paints.,096 Paints and varnishes,4,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,68
PP Super Enamel 80 Base 4,"3096 0024, 3096 0024",Nordic Swan Ecolabel,Indoor paints.,096 Paints and varnishes,4,PP,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,69
"Nordic Chic Furniture Paint, Nordic Chic, 750ml",DE/044/046,EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Nordic Chic,Nordic Chic,Dragstrupvej 9,Gilleleje,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,70
"Flügger Interior Strong Finish 20 Offwhite, 0,38 l","SE/044/002, SE/044/002",EU Ecolabel,Exterior paint (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,71
Yunik Pro Wood Superdec Semi Matt Base 3,"3096 0048, 3096 0024",Nordic Swan Ecolabel,.,096 Paints and varnishes,4,Yunik Pro,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,72
"Flügger Flutex 7S+ Kalkvit S0502-Y, 3 l","SE/044/002, SE/044/002",EU Ecolabel,Indoor paints (EU-Ecolabel),"EU44 Decorative paints, varnishes, and related products",1,Flügger,Flügger Group A/S,Islevdalvej 151,Rødovre,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,73
JOTUN Industri Drygolin Power Clean,"2096 0050, 2097 0022",Nordic Swan Ecolabel,.,096 Paints and varnishes,4,Jotun Drygolin,Jotun A/S,Postboks 2021,Sandefjord,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,74
Beckers Scotte 7 S0502-Y,"4096 0001, 4096 0027",Nordic Swan Ecolabel,Indoor paints.,096 Paints and varnishes,4,Beckers,Tikkurila Oyj,Heidehofintie 2,Vantaa,AS-3,probe-20260915-as3csvsample,2026-09-15,74e79faca248e27cb8fd672235a4947efb842ee3640646ea9d4ca6254f3a2736,42,75
