product_or_service,licence_number,group_name,code_type,code_value,product_or_service_name,decision,expiration_date,company_name,company_country,vat_number,extract_date,source_id,run_key,retrieval_date,doc_hash,sample_seed,sample_index
PRODUCT,FR/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,Multisupports 2en1 Satin COLOURS COLLECTION  Châtaigne,2014/312/EU,2027-06-17,SOMEFOR,France,FR29379737869,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,21
PRODUCT,IT/044/005,"Decorative paints, varnishes, and related products (2014 criteria)",,,"19. Finitura all'acqua per legno trasparente satinata, linea blucod. HF 2040/00 - LT 0,75-LT 2,5-LT 10-LT25",2014/312/EU,2027-06-17,SHERWIN-WILLIAMS ITALY S.R.L.,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,22
PRODUCT,SE/044/002,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Flügger Flutex 7A Base 4, 9,1 l",2014/312/EU,2027-06-17,Flügger A/S,Denmark,32788718,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,23
PRODUCT,BE/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,PRODUITS : Finish Aqua Matt wall and ceiling paint  BASE :  Base W = base blanche COLORANT : SF.OV = Orange Vif CONTENANT :  4L,2014/312/EU,2027-06-17,Ets GUILMIN SA,Belgium,BE0404.356.574,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,24
PRODUCT,FR/044/014,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Peinture intérieure Murs, Boiserie et Radiateur Satin blanc et couleur  INVENTIV  gris zinc 1  0,5L",2014/312/EU,2027-06-17,PEINTURES MAESTRIA,France,FR22936380062,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,25
PRODUCT,FR/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,Multisupports 2en1 Satin COLOURS COLLECTION  Brownie,2014/312/EU,2027-06-17,SOMEFOR,France,FR29379737869,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,26
PRODUCT,SE/044/002,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Flügger Flutex 10A Base 3, 9,1 l",2014/312/EU,2027-06-17,Flügger A/S,Denmark,32788718,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,27
PRODUCT,FR/044/011,"Decorative paints, varnishes, and related products (2014 criteria)",,,Lasure Haute Protection Bois 8 ans  INTENS Chêne Clair,2014/312/EU,2027-06-17,BLANCHON,France,FR11390112886,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,28
PRODUCT,FR/044/014,"Decorative paints, varnishes, and related products (2014 criteria)",,,Peinture Intérieure Bicouche Satin Blanc et Couleurs INVENTIV  Vert Pomme,2014/312/EU,2027-06-17,PEINTURES MAESTRIA,France,FR22936380062,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,29
PRODUCT,IT/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",EAN13,8021704374336,Decor Paint_10 L_KK33-10L,2014/312/EU,2027-06-17,Kerakoll Spa,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,30
PRODUCT,IT/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Decor Paint_0,75 L_KK26-0,75L",2014/312/EU,2027-06-17,Kerakoll Spa,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,31
PRODUCT,FR/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Peinture murs, boiseries et radiateurs satin - blanc et couleurs GOOD HOME Artane 0,5L",2014/312/EU,2027-06-17,SOMEFOR,France,FR29379737869,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,32
PRODUCT,IT/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",EAN13,8021704371410,"Decor Paint_1,5 L_KK141-1,5L",2014/312/EU,2027-06-17,Kerakoll Spa,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,33
PRODUCT,FR/044/014,"Decorative paints, varnishes, and related products (2014 criteria)",,,Peinture Murale et Boiseries Cuisine & Bains Satin Couleurs INVENTIV  souris,2014/312/EU,2027-06-17,PEINTURES MAESTRIA,France,FR22936380062,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,34
PRODUCT,FR/044/008,"Decorative paints, varnishes, and related products (2025 criteria)",,,Peinture Intérieure Murs-Boiseries-Radiateurs  Satin  LUXENS  Moon,2025/2607,2032-12-31,V33,France,FR88305690158,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,35
PRODUCT,FR/044/023,"Decorative paints, varnishes, and related products (2014 criteria)",,,Moveis Radiatores Acetinado  LUXENS  GRANIT 3,2014/312/EU,2027-06-17,RENAULAC,France,FR35394144893,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,36
PRODUCT,DK/044/002,"Decorative paints, varnishes, and related products (2014 criteria)",,,"B&J 5A Vægacryl ***C, 2,7 l (4540013)",2014/312/EU,2027-06-17,Beck & Joergensen A/S,Denmark,DK6379028,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,37
PRODUCT,FR/044/008,"Decorative paints, varnishes, and related products (2025 criteria)",,,Smalto Per Interno Mano Unica Brillante  LUXENS rosa blush 3,2025/2607,2032-12-31,V33,France,FR88305690158,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,38
PRODUCT,FR/044/014,"Decorative paints, varnishes, and related products (2014 criteria)",,,Déconature mat MAESTRIA  Base P,2014/312/EU,2027-06-17,PEINTURES MAESTRIA,France,FR22936380062,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,39
PRODUCT,FR/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Peinture Murs, Boiseries et Radiateurs Mat Blanc et Couleurs GOOD HOME  Valdez  2L5",2014/312/EU,2027-06-17,SOMEFOR,France,FR29379737869,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,40
PRODUCT,FR/044/008,"Decorative paints, varnishes, and related products (2025 criteria)",EAN13,3153895225533,Couleurs Intérieures Toutes Pièces Satin  LUXENS  rouge velours 2,2025/2607,2032-12-31,V33,France,FR88305690158,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,41
PRODUCT,FR/044/026,"Decorative paints, varnishes, and related products (2014 criteria)",,,Murs et Plafonds 98 Opacité Mat Blanc BATIR 1L,2014/312/EU,2027-06-17,PEINTURES RECA SAS,France,FR79331552489,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,42
PRODUCT,FR/044/023,"Decorative paints, varnishes, and related products (2014 criteria)",,,Peinture Murale Séjour Chambre Mat  LUXENS  orchid 5,2014/312/EU,2027-06-17,RENAULAC,France,FR35394144893,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,43
PRODUCT,ES-AN/044/00002,"Decorative paints, varnishes, and related products (2014 criteria)",,,KOLMATE SIN OLOR ECOLOGIC 750 ML,2014/312/EU,2027-06-17,"INDUSTRIAS KOLMER, S.A.",Spain,A18006569,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,44
PRODUCT,IT/044/001,"Decorative paints, varnishes, and related products (2014 criteria)",,,Colori Di Interni Luxens Verde Botanico 4_0.075L_ cod. 274823,2014/312/EU,2027-06-17,Cromology Italia SpA,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,45
PRODUCT,FR/044/008,"Decorative paints, varnishes, and related products (2025 criteria)",,,Barniz Madera Interior / Verniz Madeira Interior Mate  LUXENS Wengé,2025/2607,2032-12-31,V33,France,FR88305690158,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,46
PRODUCT,IT/044/005,"Decorative paints, varnishes, and related products (2014 criteria)",,,"LINEA BLU_HM3060/00_VERNICE ALL'ACQUA PER MOBILI SATINATA TRASPARENTE _LT_0,75",2014/312/EU,2027-06-17,SHERWIN-WILLIAMS ITALY S.R.L.,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,47
PRODUCT,FR/044/014,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Murale et Boiseries Toutes Pièces Multi Supports alkyde en émulsion mat   FOXTER  perle grisE 2,5L",2014/312/EU,2027-06-17,PEINTURES MAESTRIA,France,FR22936380062,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,48
PRODUCT,FR/044/008,"Decorative paints, varnishes, and related products (2025 criteria)",EAN13,3153895225533,Couleurs Intérieures Toutes Pièces Satin  LUXENS  violet aubergine 1,2025/2607,2032-12-31,V33,France,FR88305690158,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,49
PRODUCT,PL/044/006,"Decorative paints, varnishes, and related products (2014 criteria)",EAN13,3276007518030,LUXENS Farba Plamoodporna DO KUCHNI I ŁAZIENKI matowa TRENCH 6,2014/312/EU,2027-06-17,Unicell International Sp. z o.o,Poland,5422503648,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,50
PRODUCT,IT/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",EAN13,8021704375326,Decor Paint_10 L_KK132-10L,2014/312/EU,2027-06-17,Kerakoll Spa,Italy,,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,51
PRODUCT,FR/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,"Peinture murs, boiseries et radiateurs satin - blanc et couleurs GOOD HOME Bilbao  0,5L",2014/312/EU,2027-06-17,SOMEFOR,France,FR29379737869,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,52
PRODUCT,FR/044/007,"Decorative paints, varnishes, and related products (2014 criteria)",,,Multisupports 2en1 Satin COLOURS COLLECTION  Calcaire,2014/312/EU,2027-06-17,SOMEFOR,France,FR29379737869,2026-09-14,AS-2,probe-20260914-as2csvsample,2026-09-14,86d8ec89221d27468a4c5c868abe0211a5c3018bdf743aa125538b51b9ffa35f,42,53
